"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"soumen chakrabarti","databases data","mining hypertext","hypertext databases and data mining","dblp_a_590","sigmod conference","1999"
"matthias klusch , katia p. sycara , seth widoff , jianguo lu","information","environments among open matchmaking agents service dynamic","dynamic service matchmaking among agents in open information environments","dblp_a_591","sigmod record","1999"
"waqar hasan , patrick valduriez , daniela florescu","","parallel issues optimization query open","open issues in parallel query optimization","dblp_a_592","sigmod record","1996"
"ilsoo ahn","management database","issues telecommunications network","database issues in telecommunications network management","dblp_a_593","sigmod conference","1994"
"chebel mina","information","spatial server spatialware mapinfo rdbms","mapinfo spatialware : a spatial information server for rdbms","dblp_a_594","vldb","1998"
"kien a. hua , jung-hwan oh","databases","cost efficient indexing effective large techniques browsing video","efficient and cost-effective techniques for browsing and indexing large video databases","dblp_a_595","sigmod conference","2000"
"timos k. sellis , aris tsois","","grouping query aggregate presence pre transformation generalized dependencies optimization","the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies","dblp_a_596","vldb","2003"
"","system data","high mining mineset visualization tm end","mineset ( tm ) : a system for high-end data mining and visualization","dblp_a_597","vldb","1996"
"alexander borgida , martin staudt , vinay k. chaudhri","databases","krdb representation knowledge meets international workshop","krdb ' 98 : the 5th international workshop on knowledge representation meets databases","dblp_a_598","sigmod record","1998"
"peter a. boncz , tim rühl , fred kwakkel","","drill benchmark","the drill down benchmark","dblp_a_599","vldb","1998"
"arjan pellenkoft , césar a. galindo-legaria , martin l. kersten","","randomized order selection fast use join transformations","fast , randomized join-order selection - why use transformations ?","dblp_a_600","vldb","1994"
"ronald g. ross","","expressing business rules","expressing business rules","dblp_a_601","sigmod conference","2000"
"kenneth a. ross , zhe li","using","fast join joins indices","fast joins using join indices","dblp_a_602","vldb j.","1999"
"sanjeev saluja , hannu toivonen , roni khardon , heikki mannila , ram sewak sharm , dimitrios gunopulos","","sentences specific discovering","discovering all most specific sentences","dblp_a_603","acm trans . database syst .","2003"
"sukho lee , bongki moon , hyoseop shin","","multi distance processing stage join adaptive","adaptive multi-stage distance join processing","dblp_a_604","sigmod conference","2000"
"christos faloutsos , leejay wu , katia p. sycara , terry r. payne","based","falcon content loop retrieval feedback adaptive","falcon : feedback adaptive loop for content-based retrieval","dblp_a_605","vldb","2000"
"kian-lee tan , son dao , hongjun lu","","query survives adaptive approach fittest optimization","the fittest survives : an adaptive approach to query optimization","dblp_a_606","vldb","1995"
"sherif danish","database","driven electronic building catalogs","building database-driven electronic catalogs","dblp_a_607","sigmod record","1998"
"tzi-cker chiueh","based","indexing content image","content-based image indexing","dblp_a_608","vldb","1994"
"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa","systems data database","placement parallel tuning towards self","towards self-tuning data placement in parallel database systems","dblp_a_609","sigmod conference","2000"
"barbara liskov , atul adya , robert gruber , umesh maheshwari","using","efficient control clocks concurrency optimistic synchronized loosely","efficient optimistic concurrency control using loosely synchronized clocks","dblp_a_610","sigmod conference","1995"
"philip a. bernstein , erhard rahm , sergey melnik","management","generic rondo programming model platform","rondo : a programming platform for generic model management","dblp_a_611","sigmod conference","2003"
"joseph m. hellerstein","","methods optimization expensive techniques queries","optimization techniques for queries with expensive methods","dblp_a_612","acm trans . database syst .","1998"
"françois llirbat , françoise fabret , eric simon","","sql redundant eliminating trigger executions costly computations","eliminating costly redundant computations from sql trigger executions","dblp_a_613","sigmod conference","1997"
"lyman do , prabhu ram , pamela drew","","transactions need asynchronous distributed","the need for distributed asynchronous transactions","dblp_a_614","sigmod conference","1999"
"yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po","database","commerce e technology sites accelerating portal web driven cache","cache portal : technology for accelerating database-driven e-commerce web sites","dblp_a_615","vldb","2001"
"dimitris papadias , yufei tao","","queries method timestamp tree temporal interval spatio access","mv3r-tree : a spatio-temporal access method for timestamp and interval queries","dblp_a_616","vldb","2001"
"richard swagerman , nelson mendonça mattos , michael j. carey , srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin","","happening","o-o , what 's happening to db2 ?","dblp_a_617","sigmod conference","1999"
"beverly yang , hector garcia-molina","systems","comparing peer hybrid","comparing hybrid peer-to-peer systems","dblp_a_618","vldb","2001"
"vuk ercegovac , allison woodruff , michael stonebraker , mark lin , mybrid spalding , alexander aiken , chris olston , michael chu","","datasplash","datasplash","dblp_a_619","sigmod conference","1998"
"nick roussopoulos , yannis kotidis","management","view case dynamic","a case for dynamic view management","dblp_a_620","acm trans . database syst .","2001"
"riccardo torlone , paolo atzeni","data","extensible tool customizable translation chameleon web","chameleon : an extensible and customizable tool for web data translation","dblp_a_621","vldb","2003"
"ibrahim cingil , nazife dimililer , nesime tatbul , ilker durusoy , asuman dogac , pinar koksal , sena nural arpinar","based","electronic web marketplace workflow","a workflow-based electronic marketplace on the web","dblp_a_622","sigmod record","1998"
"jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan","","semantic match web ontologies learning","learning to match ontologies on the semantic web","dblp_a_623","vldb j.","2003"
"michael m. david","","fully ansi hierarchical sql processing integrate xml native","ansi sql hierarchical processing can fully integrate native xml","dblp_a_624","sigmod record","2003"
"harald schöning","","adabas manager buffer pool","the adabas buffer pool manager","dblp_a_625","vldb","1998"
"yuan gao , theodore johnson , charles d. cranor , vladislav shkapenyuk , oliver spatscheck","","high sql network performance interface gigascope monitoring","gigascope : high performance network monitoring with an sql interface","dblp_a_626","sigmod conference","2002"
