"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"chung-sheng li , lawrence d. bergman , yuan-chi chang , vittorio castelli , john r. smith","based","spatial spire progressive content retrieval image engine","spire : a progressive content-based spatial image retrieval engine","acm_402","international conference on management of data","2000"
"ling liu , calton pu , david buttler , wei han , henrique paques , wei tang","data systems","query toolkit aqr adaptive distributed intensive routing middleware","aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems","acm_403","international conference on management of data","2000"
"jun yang , huacheng c. ying , jennifer widom","","extension temporal tip informix","tip : a temporal extension to informix","acm_404","international conference on management of data","2000"
"michael gillmann , jeanine weissenfels , german shegalov , wolfgang wonner , gerhard weikum","system management","goal workflow tool configuration distributed driven mentorlite auto","a goal-driven auto-configuration tool for the distributed workflow management system mentorlite","acm_405","international conference on management of data","2000"
"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos , john m. mcgann , stephen kelley , vadim katz , zhexuan song , joseph j &#225; j &#225;","system database","application automatic specific functionality mocha deployment middleware featuring","mocha : a database middleware system featuring automatic deployment of application-specific functionality","acm_406","international conference on management of data","2000"
"wynne hsu , mong li lee , kheng guan goh","system information","mining retinal image iris integrated","image mining in iris : integrated retinal information system","acm_407","international conference on management of data","2000"
"jian pei , runying mao , kan hu , hua zhu","data","frequent pattern bed test towards study mining benchmarking performance","towards data mining benchmarking : a test bed for performance study of frequent pattern mining","acm_408","international conference on management of data","2000"
"m. jarke , c. quix , d. calvanese , m. lenzerini , e. franconi , s. ligoudistianos , p. vassiliadis , y. vassiliou","data based","demonstrators design concept warehouses dwq","concept based design of data warehouses : the dwq demonstrators","acm_409","international conference on management of data","2000"
"helena galhardas , daniela florescu , dennis shasha , eric simon","data","tool ajax cleaning extensible","ajax : an extensible data cleaning tool","acm_410","international conference on management of data","2000"
"sunita sarawagi , gayatri sathe","data","intelligent cubes olap interactive investigation","i3 : intelligent , interactive investigation of olap data cubes","acm_411","international conference on management of data","2000"
"jochen van den bercken , jens-peter dittrich , bernhard seeger","","javax query library processing prototype algorithms xxl","javax.xxl : a prototype for a library of query processing algorithms","acm_412","international conference on management of data","2000"
"songting chen , yanlei diao , hongjun lu , zengping tian","system based","processing fact query web learning","fact : a learning based web query processing system","acm_413","international conference on management of data","2000"
"paolo merialdo , paolo atzeni , marco magnante , giansalvatore mecca , marco pecorone","data based","tool sites case homer model web intensive","homer : a model-based case tool for data-intensive web sites","acm_414","international conference on management of data","2000"
